ID,gender,employment,income,density,VMT
6270,Female,Unemployed,29404,7249,18.7
6271,Male,Unemployed,18300,9446,19.3
6272,Male,Employed,82070,9631,26.1
6273,Female,Employed,69515,8801,22.3
6274,Female,Employed,67586,10395,22
6275,Female,Not in labor force,27070,14345,16.8
6276,Male,Employed,53105,7244,25
6277,Female,Not in labor force,31444,19405,16.8
6278,Female,Not in labor force,52052,12372,19.3
6279,Female,Not in labor force,26094,10070,17.4
6280,Male,Employed,76089,11060,25.5
6281,Male,Employed,56332,14628,24.3
6282,Female,Employed,42543,10259,20.8
6283,Female,Employed,48415,8237,21.6
6284,Male,Employed,50825,4432,25.4
6285,Female,Employed,61327,10137,22.3
6286,Female,Not in labor force,12311,9388,14.7
6287,Female,Not in labor force,6610,12055,12.2
6288,Male,Employed,24374,16144,20.8
6289,Female,Not in labor force,20425,7470,17
6290,Female,Not in labor force,38116,11439,18.3
6291,Female,Not in labor force,16104,10879,15.3
6292,Male,Unemployed,17613,11949,18.4
6293,Male,Not in labor force,23788,14098,19
6294,Female,Not in labor force,25028,5843,18
6295,Female,Employed,35732,13706,19.9
6296,Female,Not in labor force,14750,12154,15.2
6297,Male,Employed,109636,7127,27.2
6298,Female,Not in labor force,26984,11450,17.8
6299,Female,Employed,34550,10724,20
6300,Female,Employed,21023,12984,17.9
6301,Male,Employed,27906,11246,22.1
6302,Male,Not in labor force,24101,9787,19.8
6303,Male,Employed,53863,10329,24.7
6304,Female,Employed,66424,10969,22.2
6305,Female,Not in labor force,60369,9158,20.3
6306,Male,Employed,100442,6159,27.4
6307,Female,Employed,36283,10896,20
6308,Female,Employed,27976,13740,18.8
6309,Male,Employed,109136,12293,26.8
6310,Female,Not in labor force,23890,15028,16
6311,Male,Employed,39489,5047,24.3
6312,Female,Not in labor force,22871,8831,16.5
6313,Female,Employed,44885,14654,20.1
6314,Female,Employed,47689,10385,21.2
6315,Male,Employed,37738,14283,23.4
6316,Female,Not in labor force,30955,11444,17.9
6317,Male,Unemployed,19186,9605,19.2
6318,Male,Employed,42395,11873,23.7
6319,Female,Employed,109665,8317,23.9
6320,Female,Not in labor force,21730,8662,17.4
6321,Female,Employed,12042,9938,17.2
6322,Female,Employed,19348,7518,18.7
6323,Male,Unemployed,35730,10503,21.4
6324,Male,Employed,27344,10998,22.3
6325,Male,Employed,49270,5751,24.9
6326,Female,Employed,29550,7627,20
6327,Female,Not in labor force,14991,7877,15.7
6328,Male,Employed,63205,8856,25.2
6329,Male,Employed,137930,12280,27
6330,Male,Unemployed,26726,10545,20.2
6331,Male,Employed,35068,8457,23.4
6332,Female,Not in labor force,36217,11415,18.3
6333,Female,Employed,29083,8743,19.9
6334,Male,Employed,58568,8293,24.7
6335,Female,Employed,114725,4427,25.3
6336,Female,Not in labor force,42765,10736,18.9
6337,Female,Employed,33964,7790,20.6
6338,Male,Employed,51892,10445,24.4
6339,Female,Unemployed,15299,10879,15.6
6340,Male,Employed,31918,10145,23
6341,Female,Not in labor force,17494,9749,15.8
6342,Male,Employed,117582,8462,27.2
6343,Male,Employed,13568,7458,20.9
6344,Male,Employed,95205,7678,26.4
6345,Female,Employed,44522,8898,21.1
6346,Male,Employed,69121,12129,24.8
6347,Female,Not in labor force,12255,12037,14.5
6348,Female,Not in labor force,21810,12734,16
6349,Female,Employed,22213,6143,19.4
6350,Female,Employed,55844,10439,21.8
6351,Female,Employed,50260,11929,21.4
6352,Male,Employed,67362,12720,25.2
6353,Female,Employed,47812,9495,21.6
6354,Male,Not in labor force,25360,8653,20.2
6355,Female,Not in labor force,12732,12678,14.2
6356,Male,Employed,51710,10480,24.5
6357,Female,Employed,21750,9713,18.8
6358,Male,Not in labor force,69374,10224,23.4
6359,Female,Not in labor force,13994,8288,15.4
6360,Male,Employed,73740,11468,25.2
6361,Female,Employed,52017,9218,22
6362,Female,Not in labor force,50038,10968,19.3
6363,Female,Employed,64958,9766,22.4
6364,Male,Employed,76672,10263,25.4
6365,Male,Employed,38985,11521,23.4
6366,Male,Employed,107776,7651,27.5
6367,Male,Employed,31248,10378,22.4
6368,Female,Employed,59039,12460,21.9
6369,Male,Not in labor force,29865,9637,20.7
6370,Male,Employed,101697,10889,26.8
6371,Female,Not in labor force,18370,12518,15.3
6372,Female,Not in labor force,15902,11530,15.6
6373,Female,Not in labor force,9952,12265,14
6374,Male,Employed,71606,13698,24.4
6375,Female,Not in labor force,51984,7313,20.5
6376,Female,Not in labor force,34961,9617,18.2
6377,Male,Employed,70387,11623,25.6
6378,Male,Employed,84086,8388,26.4
6379,Female,Not in labor force,8641,10448,13.8
6380,Female,Not in labor force,31190,9378,17.6
6381,Female,Employed,141616,11013,24.8
6382,Male,Employed,134090,10605,27.2
6383,Female,Not in labor force,21242,9468,16.9
6384,Male,Employed,47080,11183,23.8
6385,Male,Employed,78878,13602,25.4
6386,Female,Not in labor force,59401,13000,19.5
6387,Male,Not in labor force,31131,9312,21
6388,Female,Not in labor force,15588,12234,15.2
6389,Female,Employed,20360,3135,20.7
6390,Female,Employed,64129,9978,22.6
6391,Female,Not in labor force,14024,13102,14.9
6392,Female,Employed,55817,11095,21.5
6393,Male,Not in labor force,33291,10413,21
6394,Male,Employed,65435,8957,25.5
6395,Female,Not in labor force,19357,12161,16.4
6396,Female,Not in labor force,16549,10908,15.4
6397,Female,Not in labor force,14000,9935,14.9
6398,Male,Employed,10251,11662,19.1
6399,Male,Employed,67171,8704,25.5
6400,Female,Employed,34855,11831,20.1
6401,Male,Not in labor force,20507,7357,19.9
6402,Male,Employed,68775,7823,26.1
6403,Female,Not in labor force,42141,11920,18.8
6404,Male,Employed,61211,9229,25
6405,Female,Employed,24635,12846,18.6
6406,Male,Employed,83608,10662,25.9
6407,Male,Employed,44382,10111,24.2
6408,Female,Employed,27594,8554,20
6409,Male,Employed,48138,7843,24.5
6410,Male,Employed,60382,11983,24.8
6411,Male,Employed,49079,16024,23.7
6412,Female,Not in labor force,9798,7373,14.8
6413,Male,Not in labor force,21279,8730,19.8
6414,Female,Not in labor force,17550,12494,15.5
6415,Male,Not in labor force,28758,11334,20.1
6416,Male,Employed,57652,6725,25.3
6417,Female,Not in labor force,28557,10936,17.1
6418,Male,Employed,39816,12625,23.2
6419,Male,Employed,224592,12504,28.8
6420,Female,Employed,19713,12584,18
6421,Female,Employed,56485,8964,22.2
6422,Female,Not in labor force,23276,11434,16.3
6423,Female,Not in labor force,8176,12205,13.2
6424,Female,Employed,63930,13826,21.5
6425,Male,Not in labor force,44174,11825,21.8
6426,Male,Employed,37656,12591,22.9
6427,Male,Employed,78961,14036,25.3
6428,Male,Employed,38459,11150,23.1
6429,Female,Employed,55805,6369,22.6
6430,Female,Not in labor force,35469,5469,19
6431,Male,Employed,41085,13788,22.8
6432,Male,Employed,80721,11247,25.7
6433,Male,Employed,88979,9613,26.2
6434,Male,Employed,70545,4147,27.1
6435,Female,Employed,42846,9443,20.4
6436,Female,Not in labor force,35190,15465,17.3
6437,Male,Employed,66918,11410,25.1
6438,Male,Employed,32763,11481,22.5
6439,Female,Not in labor force,16901,11545,15.8
6440,Female,Not in labor force,44717,11710,18.7
6441,Female,Employed,46522,6725,21.8
6442,Male,Employed,104330,7199,26.9
6443,Male,Not in labor force,19187,8163,19.6
6444,Female,Employed,40377,14165,20.2
6445,Male,Not in labor force,71819,10066,23.3
6446,Female,Employed,62478,10526,22.4
6447,Female,Employed,56341,11366,21.6
6448,Male,Employed,60107,10190,25.4
6449,Male,Employed,149012,11673,27.7
6450,Male,Employed,69377,12193,25.4
6451,Female,Not in labor force,20638,12941,16.2
6452,Female,Not in labor force,6669,6703,13.4
6453,Female,Not in labor force,33630,8333,18.1
6454,Female,Not in labor force,33256,12547,17.7
6455,Male,Employed,56019,10071,25.1
6456,Male,Employed,31484,6447,23.7
6457,Male,Employed,46802,10522,23.7
6458,Female,Not in labor force,32773,11425,17.8
6459,Male,Employed,42762,13423,23
6460,Female,Not in labor force,16796,11392,15.7
6461,Female,Not in labor force,65072,8026,20.7
6462,Male,Employed,47097,10808,23.5
6463,Male,Not in labor force,32983,17285,19.6
6464,Male,Employed,62240,9520,25.2
6465,Male,Employed,21572,11654,21.3
6466,Male,Employed,83225,11906,25.6
6467,Female,Employed,70748,5450,23.8
6468,Male,Employed,82758,5274,26.9
6469,Female,Employed,33960,10700,19.7
6470,Male,Unemployed,57098,7485,23.3
6471,Male,Employed,62926,11145,25.1
6472,Female,Not in labor force,18875,8671,16.5
6473,Female,Employed,19155,12371,17.7
6474,Male,Not in labor force,57990,6159,23.2
6475,Male,Unemployed,14900,9779,18.7
6476,Male,Employed,122595,5375,27.8
6477,Male,Employed,101650,14630,25.9
6478,Female,Unemployed,57207,10634,20
6479,Male,Not in labor force,136142,12928,25.3
6480,Female,Employed,49174,6898,22
6481,Male,Employed,52177,11240,24.3
6482,Male,Employed,25690,10016,22.2
6483,Male,Employed,35814,14550,22.5
6484,Female,Employed,42315,10458,21
6485,Female,Employed,59922,7872,22.5
6486,Female,Not in labor force,36061,12800,17.7
6487,Female,Employed,21419,14458,18.2
6488,Male,Not in labor force,39450,8268,21.5
6489,Female,Not in labor force,19748,12051,16.1
6490,Male,Employed,28971,12414,22.4
6491,Male,Employed,56904,9698,25
6492,Male,Employed,85735,9420,26
6493,Female,Employed,25864,10180,19.1
6494,Female,Employed,8603,13840,15.2
6495,Male,Employed,63676,9816,24.8
6496,Female,Employed,57290,14958,21
6497,Female,Not in labor force,24437,4239,18
6498,Female,Employed,120652,7162,24.8
6499,Female,Employed,39175,8243,21.3
6500,Male,Employed,64891,13433,25.2
6501,Male,Employed,89383,7522,26.5
6502,Male,Employed,63337,4615,26.3
6503,Female,Not in labor force,15650,12337,15.4
6504,Male,Employed,75456,9754,25.6
6505,Female,Not in labor force,15160,10518,15.3
6506,Male,Employed,19870,10491,21.1
6507,Male,Not in labor force,50921,11553,22.2
6508,Female,Employed,25551,13097,18.9
6509,Male,Employed,46018,12265,23.3
6510,Female,Employed,22337,7511,19.2
6511,Male,Employed,40119,9062,23
6512,Female,Not in labor force,40670,3727,19.9
6513,Male,Not in labor force,30132,12504,20.3
6514,Male,Employed,55269,11457,24.8
6515,Male,Employed,66226,10170,25.3
6516,Female,Employed,25915,8657,19.2
6517,Female,Employed,54563,11055,21.6
6518,Female,Not in labor force,13899,10735,15
6519,Female,Not in labor force,20240,8936,16.3
6520,Female,Employed,33989,10930,20.4
6521,Male,Employed,42830,6651,24.6
6522,Female,Not in labor force,46830,9958,19.5
6523,Male,Not in labor force,14306,11277,18
6524,Female,Unemployed,18880,8030,16.1
6525,Female,Employed,58821,13620,21.4
6526,Female,Employed,27726,6414,19.8
6527,Male,Employed,37465,7020,24.1
6528,Female,Employed,38709,10300,20.6
6529,Female,Not in labor force,9304,11547,13.7
6530,Female,Employed,21621,10311,18.4
6531,Male,Employed,73723,10433,25.4
6532,Female,Employed,48373,11754,21
6533,Female,Unemployed,8872,9280,13.8
6534,Female,Not in labor force,18636,8976,16.2
6535,Female,Not in labor force,19783,12866,16.1
6536,Female,Unemployed,20988,10284,17.1
6537,Male,Employed,59492,10410,24.8
6538,Female,Not in labor force,25130,6625,17.6
6539,Female,Employed,21432,10740,18.3
6540,Male,Employed,62983,13026,24.2
6541,Female,Not in labor force,9058,11404,13.7
6542,Male,Employed,81858,11178,25.7
6543,Female,Not in labor force,40097,12362,18
6544,Female,Employed,32421,7741,20.5
6545,Female,Not in labor force,45736,10308,19.1
6546,Female,Not in labor force,23886,13488,16
6547,Female,Not in labor force,37510,8523,19
6548,Male,Not in labor force,28087,9378,20.2
6549,Female,Employed,20732,11356,18.6
6550,Male,Not in labor force,35869,7519,21.6
6551,Female,Not in labor force,28058,11620,17.5
6552,Male,Employed,39459,6935,24.3
6553,Male,Employed,74321,9041,25.5
6554,Female,Not in labor force,11453,8583,14.8
6555,Male,Employed,28508,12815,22
6556,Male,Employed,68846,10431,25.3
6557,Female,Not in labor force,16505,4126,17.3
6558,Male,Employed,51805,9522,24.2
6559,Male,Employed,125529,9188,27.3
6560,Female,Employed,34522,12718,19.8
6561,Male,Employed,55241,6254,25.5
6562,Male,Not in labor force,32635,9310,20.5
6563,Female,Not in labor force,21442,5978,17.3
6564,Female,Not in labor force,30062,6228,18
6565,Female,Not in labor force,18888,9454,16.1
6566,Male,Employed,69383,10745,24.7
6567,Female,Employed,31257,10821,19.8
6568,Female,Employed,68319,10117,22.4
6569,Female,Unemployed,15276,9716,15.6
6570,Male,Employed,63080,9343,25.2
6571,Male,Employed,56219,10974,24.9
6572,Female,Employed,34326,9559,20
6573,Male,Employed,35407,11123,23
6574,Female,Employed,37613,11164,20.4
6575,Male,Employed,102069,8293,26.8
6576,Female,Not in labor force,22551,9329,16.2
6577,Male,Employed,34327,6113,23.5
6578,Female,Employed,52588,13081,21
6579,Female,Employed,50533,5306,22.7
6580,Female,Employed,64959,10496,22.6
6581,Female,Unemployed,34448,12594,17.9
6582,Female,Employed,29838,14027,19.5
6583,Female,Employed,69091,9493,22.3
6584,Female,Employed,43007,10885,21.2
6585,Female,Not in labor force,13212,12428,14.7
6586,Female,Not in labor force,35422,6228,19.1
6587,Female,Not in labor force,22793,6678,17.2
6588,Male,Not in labor force,26610,10110,20.3
6589,Female,Not in labor force,15225,15148,14.7
6590,Female,Not in labor force,25772,12528,17.1
6591,Female,Employed,65205,11958,21.9
6592,Female,Not in labor force,49611,13913,18.5
6593,Female,Unemployed,16298,9747,16.2
6594,Female,Not in labor force,57200,6820,20.7
6595,Female,Not in labor force,12179,9758,14.9
6596,Female,Unemployed,17484,10542,16.2
6597,Female,Not in labor force,39546,7789,19.2
6598,Male,Unemployed,35684,9628,21.3
6599,Female,Not in labor force,15310,11841,14.8
6600,Male,Employed,63999,12337,25
6601,Female,Not in labor force,18484,9750,16.2
6602,Female,Employed,19448,11624,18.3
6603,Male,Employed,75407,11363,25.5
6604,Female,Employed,132660,5354,25.4
6605,Male,Employed,46447,8437,24.1
6606,Female,Not in labor force,23006,10869,16.3
6607,Male,Employed,36615,13105,23.6
6608,Female,Not in labor force,28405,9889,17
6609,Male,Unemployed,22829,10379,19.6
6610,Female,Employed,52182,10794,20.9
6611,Female,Not in labor force,21084,7884,16.5
6612,Male,Employed,17461,7707,21.3
6613,Male,Not in labor force,22852,10984,19.8
6614,Female,Not in labor force,16257,10487,15.5
6615,Female,Not in labor force,10353,10211,14.4
6616,Female,Employed,23923,10150,19.3
6617,Female,Not in labor force,35557,8006,18.7
6618,Female,Employed,65549,8260,22.8
6619,Female,Not in labor force,46571,7971,19.3
6620,Female,Not in labor force,9908,12722,14.1
6621,Female,Not in labor force,13027,8073,15.2
6622,Female,Not in labor force,6856,11719,12.5
6623,Male,Not in labor force,30448,9957,20.7
6624,Female,Employed,46364,6235,21.6
6625,Male,Employed,35714,8166,23.8
6626,Male,Employed,68477,8085,25.1
6627,Male,Employed,126987,11728,27
6628,Female,Employed,20402,11031,17.9
6629,Male,Employed,38290,8682,23.3
6630,Male,Employed,61099,9975,25
6631,Female,Employed,66148,9462,22.4
6632,Male,Not in labor force,34432,12400,20.5
6633,Female,Employed,53938,8139,22.1
6634,Male,Employed,95312,8682,26.8
6635,Female,Employed,42170,14766,20.3
6636,Male,Employed,13120,6930,20.5
6637,Female,Unemployed,19731,9945,16.9
6638,Male,Employed,35340,10037,22.9
6639,Male,Employed,50973,8732,24.4
6640,Male,Employed,20155,9262,21.3
6641,Male,Employed,103572,14589,25.7
6642,Male,Employed,65161,9824,25.3
6643,Male,Employed,52380,12004,24.2
6644,Female,Not in labor force,40336,11998,18.7
6645,Female,Not in labor force,23656,12665,16.3
6646,Female,Not in labor force,25652,9905,17.3
6647,Female,Employed,54481,12227,21.5
6648,Female,Not in labor force,35019,7915,18.3
6649,Male,Employed,51334,8648,24.7
6650,Female,Not in labor force,19184,12201,15.5
6651,Male,Not in labor force,39981,7269,21.9
6652,Female,Employed,32558,9153,20.2
6653,Male,Employed,92948,9698,26.3
6654,Male,Employed,40326,7921,24
6655,Male,Employed,27270,12314,22.5
6656,Female,Employed,29456,12654,19.1
6657,Female,Employed,117050,7389,24.3
6658,Male,Unemployed,33926,7096,21.7
6659,Male,Employed,41384,12665,23.4
6660,Male,Employed,83987,11896,25.3
6661,Female,Employed,34833,6839,20.4
6662,Female,Employed,43450,12510,20.9
6663,Male,Not in labor force,33156,11866,20.6
6664,Female,Employed,49318,10428,20.9
6665,Female,Not in labor force,23098,10283,16.7
6666,Female,Employed,44585,6409,21.5
6667,Female,Employed,47661,8526,21.5
6668,Female,Employed,41332,10494,20.5
6669,Male,Employed,52941,13415,24.2
6670,Female,Employed,34085,10318,20
6671,Male,Employed,52614,9005,24.9
6672,Female,Employed,22316,7097,19.1
6673,Female,Employed,65792,6206,23.2
6674,Male,Unemployed,19047,6372,19.6
6675,Female,Not in labor force,69540,11391,20.6
6676,Male,Unemployed,18066,6448,19.5
6677,Female,Employed,19112,13909,17.6
6678,Female,Employed,35489,12548,20.1
6679,Male,Not in labor force,33638,10368,20.6
6680,Female,Employed,66460,9271,22.3
6681,Female,Not in labor force,9843,11794,13.4
6682,Male,Employed,49197,9109,24.4
6683,Male,Employed,47615,8215,24.5
6684,Male,Employed,67476,7993,26.1
6685,Male,Employed,90013,12182,25.6
6686,Male,Employed,47852,12321,23.6
6687,Female,Employed,30567,9263,19.7
6688,Male,Employed,100826,6417,27.2
6689,Male,Employed,74698,9402,25.6
6690,Male,Employed,46445,10908,23.8
6691,Female,Not in labor force,16522,8284,15.9
6692,Female,Employed,51174,8980,21.3
6693,Female,Not in labor force,13127,9544,15
6694,Female,Employed,37609,7896,21.2
6695,Male,Employed,85029,10273,26.1
6696,Female,Employed,22102,13555,18.3
6697,Male,Employed,43262,9595,23.8
6698,Male,Not in labor force,33052,13464,20.1
6699,Female,Employed,2708,7014,12.2
6700,Male,Employed,53428,11945,24.5
6701,Female,Not in labor force,24104,11554,16.7
6702,Female,Not in labor force,34368,13736,17.7
6703,Male,Employed,31981,4768,23.7
6704,Male,Employed,36939,8891,23.3
6705,Male,Employed,38564,8897,23.8
6706,Female,Employed,27917,11926,19.2
6707,Male,Not in labor force,12264,8440,17.6
6708,Female,Employed,31049,8042,20.1
6709,Male,Employed,53679,9167,24.8
6710,Male,Employed,64495,8560,25.4
6711,Male,Not in labor force,72615,11746,23.3
6712,Male,Employed,52351,10933,24.3
6713,Female,Unemployed,32454,11475,17.9
6714,Female,Unemployed,19093,8683,16.2
6715,Female,Employed,8378,9499,15.2
6716,Female,Employed,23088,10875,19
6717,Female,Not in labor force,15750,8076,16
6718,Female,Not in labor force,13558,9822,14.8
6719,Female,Employed,47784,13759,20.5
6720,Male,Employed,112952,11542,27
6721,Male,Employed,148897,8498,28
6722,Female,Not in labor force,27017,13424,16.9
6723,Female,Employed,72337,10984,23
6724,Male,Employed,62599,6426,25.7
6725,Female,Not in labor force,61045,12868,19.2
6726,Female,Employed,28638,6875,20.5
6727,Female,Not in labor force,3932,7953,11.2
6728,Female,Not in labor force,33201,9042,18.3
6729,Male,Employed,26232,8604,22.4
